ENS ID,Transcript length (including UTRs and CDS),Chromosome,HGNC symbol
ENSG00000235579,,2,
ENSG00000003400,,2,
ENSG00000227348,,2,
ENSG00000225796,,2,
ENSG00000235318,,2,
ENSG00000064012,,2,
ENSG00000155749,,2,
ENSG00000115993,,2,
ENSG00000082146,,2,
ENSG00000213090,,2,
ENSG00000202008,,2,
ENSG00000155754,,2,
ENSG00000234842,,2,
ENSG00000224299,,2,
ENSG00000227736,,2,
ENSG00000224590,,2,
ENSG00000234731,,2,
ENSG00000249177,,2,
ENSG00000227841,,2,
ENSG00000155755,,2,
ENSG00000082126,,2,
ENSG00000222972,,2,
ENSG00000003393,,2,
ENSG00000230799,,2,
ENSG00000138395,,2,
ENSG00000202137,,2,
ENSG00000231124,,2,
ENSG00000221374,,2,
ENSG00000212184,,2,
ENSG00000221489,,2,
ENSG00000273209,,2,
ENSG00000155760,,2,
ENSG00000182329,,2,
ENSG00000238770,,2,
ENSG00000222035,,2,
ENSG00000231903,,2,
ENSG00000227890,,2,
ENSG00000223825,,2,
ENSG00000116030,,2,
ENSG00000224463,,2,
ENSG00000267889,,2,
ENSG00000055044,,2,
ENSG00000212534,,2,
ENSG00000212309,,2,
ENSG00000271852,,2,
ENSG00000238317,,2,
ENSG00000264275,,2,
ENSG00000226261,,2,
ENSG00000272966,,2,
ENSG00000242696,,2,
ENSG00000273456,,2,
ENSG00000204217,,2,
ENSG00000270915,,2,
ENSG00000236047,,2,
ENSG00000223619,,2,
ENSG00000233888,,2,
ENSG00000235433,,2,
ENSG00000237542,,2,
ENSG00000233134,,2,
ENSG00000241221,,2,
ENSG00000227454,,2,
ENSG00000233311,,2,
ENSG00000138439,,2,
ENSG00000240761,,2,
ENSG00000163596,,2,
ENSG00000233579,,2,
ENSG00000138442,,2,
ENSG00000138380,,2,
ENSG00000232479,,2,
ENSG00000270664,,2,
ENSG00000144426,,2,
ENSG00000232994,,2,
ENSG00000202059,,2,
ENSG00000228513,,2,
ENSG00000225124,,2,
ENSG00000204196,,2,
ENSG00000119004,,2,
ENSG00000264041,,2,
ENSG00000238285,,2,
ENSG00000138443,,2,
ENSG00000256458,,2,
ENSG00000173166,,2,
ENSG00000233459,,2,
ENSG00000233031,,2,
ENSG00000178562,,2,
ENSG00000224791,,2,
ENSG00000213925,,2,
ENSG00000206970,,2,
ENSG00000163599,,2,
ENSG00000163600,,2,
ENSG00000235951,,2,
ENSG00000234714,,2,
ENSG00000237271,,2,
ENSG00000236681,,2,
ENSG00000225304,,2,
ENSG00000236634,,2,
ENSG00000237843,,2,
ENSG00000116117,,2,
ENSG00000223890,,2,
ENSG00000118257,,2,
ENSG00000225216,,2,
ENSG00000180672,,2,
ENSG00000201875,,2,
ENSG00000213739,,2,
ENSG00000225610,,2,
ENSG00000114933,,2,
ENSG00000252485,,2,
ENSG00000207386,,2,
ENSG00000237041,,2,
ENSG00000227946,,2,
ENSG00000023228,,2,
ENSG00000114942,,2,
ENSG00000207047,,2,
ENSG00000207406,,2,
ENSG00000183671,,2,
ENSG00000222496,,2,
ENSG00000159186,,2,
ENSG00000224070,,2,
ENSG00000252716,,2,
ENSG00000204186,,2,
ENSG00000269633,,2,
ENSG00000180105,,2,
ENSG00000234491,,2,
ENSG00000114948,,2,
ENSG00000228577,,2,
ENSG00000231653,,2,
ENSG00000235118,,2,
ENSG00000232125,,2,
ENSG00000213083,,2,
ENSG00000207319,,2,
ENSG00000138400,,2,
ENSG00000118246,,2,
ENSG00000263468,,2,
ENSG00000260171,,2,
ENSG00000229321,,2,
ENSG00000144410,,2,
ENSG00000118263,,2,
ENSG00000253008,,2,
ENSG00000237892,,2,
ENSG00000224342,,2,
ENSG00000234902,,2,
ENSG00000225916,,2,
ENSG00000240440,,2,
ENSG00000229647,,2,
ENSG00000223725,,2,
ENSG00000225064,,2,
ENSG00000221628,,2,
ENSG00000118260,,2,
ENSG00000144401,,2,
ENSG00000223433,,2,
ENSG00000224137,,2,
ENSG00000199251,,2,
ENSG00000213082,,2,
ENSG00000200764,,2,
ENSG00000163249,,2,
ENSG00000163251,,2,
ENSG00000244567,,2,
ENSG00000178385,,2,
ENSG00000225111,,2,
ENSG00000212246,,2,
ENSG00000185078,,2,
ENSG00000251941,,2,
ENSG00000224839,,2,
ENSG00000238582,,2,
ENSG00000229150,,2,
ENSG00000118231,,2,
ENSG00000163254,,2,
ENSG00000224529,,2,
ENSG00000182187,,2,
ENSG00000168582,,2,
ENSG00000188674,,2,
ENSG00000233869,,2,
ENSG00000228111,,2,
ENSG00000263524,,2,
ENSG00000138413,,2,
ENSG00000231908,,2,
ENSG00000115020,,2,
ENSG00000228380,,2,
ENSG00000144407,,2,
ENSG00000213081,,2,
ENSG00000265454,,2,
ENSG00000227430,,2,
ENSG00000231896,,2,
ENSG00000232409,,2,
ENSG00000202164,,2,
ENSG00000235864,,2,
ENSG00000232799,,2,
ENSG00000240286,,2,
ENSG00000229670,,2,
ENSG00000078018,,2,
ENSG00000222317,,2,
ENSG00000144406,,2,
ENSG00000237194,,2,
ENSG00000197713,,2,
ENSG00000144445,,2,
ENSG00000272807,,2,
ENSG00000229127,,2,
ENSG00000231063,,2,
ENSG00000263530,,2,
ENSG00000231294,,2,
ENSG00000115361,,2,
ENSG00000199203,,2,
ENSG00000168530,,2,
ENSG00000234281,,2,
ENSG00000115365,,2,
ENSG00000021826,,2,
ENSG00000271074,,2,
ENSG00000231017,,2,
ENSG00000178568,,2,
ENSG00000199585,,2,
ENSG00000232631,,2,
ENSG00000236007,,2,
ENSG00000221782,,2,
ENSG00000273118,,2,
ENSG00000221388,,2,
ENSG00000234308,,2,
ENSG00000231254,,2,
ENSG00000223373,,2,
ENSG00000266354,,2,
ENSG00000030419,,2,
ENSG00000270659,,2,
ENSG00000236193,,2,
ENSG00000272519,,2,
ENSG00000196096,,2,
ENSG00000144451,,2,
ENSG00000265734,,2,
ENSG00000197585,,2,
ENSG00000213917,,2,
ENSG00000174453,,2,
ENSG00000224257,,2,
ENSG00000177261,,2,
ENSG00000138376,,2,
ENSG00000229267,,2,
ENSG00000207274,,2,
ENSG00000230076,,2,
ENSG00000144452,,2,
ENSG00000227769,,2,
ENSG00000237571,,2,
ENSG00000238663,,2,
ENSG00000138363,,2,
ENSG00000115414,,2,
ENSG00000230695,,2,
ENSG00000225166,,2,
ENSG00000228618,,2,
ENSG00000234938,,2,
ENSG00000237525,,2,
ENSG00000227981,,2,
ENSG00000235770,,2,
ENSG00000230838,,2,
ENSG00000216721,,2,
ENSG00000227824,,2,
ENSG00000212055,,2,
ENSG00000226276,,2,
ENSG00000118242,,2,
ENSG00000115425,,2,
ENSG00000163449,,2,
ENSG00000079246,,2,
ENSG00000232970,,2,
ENSG00000236478,,2,
ENSG00000260804,,2,
ENSG00000144583,,2,
ENSG00000231092,,2,
ENSG00000233581,,2,
ENSG00000207303,,2,
ENSG00000235042,,2,
ENSG00000138375,,2,
ENSG00000232485,,2,
ENSG00000241520,,2,
ENSG00000197756,,2,
ENSG00000224391,,2,
ENSG00000225794,,2,
ENSG00000235444,,2,
ENSG00000115457,,2,
ENSG00000115461,,2,
ENSG00000236886,,2,
ENSG00000237930,,2,
ENSG00000222832,,2,
ENSG00000229352,,2,
ENSG00000234588,,2,
ENSG00000231597,,2,
ENSG00000118245,,2,
ENSG00000237479,,2,
ENSG00000227021,,2,
ENSG00000236295,,2,
ENSG00000223874,,2,
ENSG00000259855,,2,
ENSG00000251849,,2,
ENSG00000251982,,2,
ENSG00000233143,,2,
ENSG00000231672,,2,
ENSG00000224414,,2,
ENSG00000231035,,2,
ENSG00000079308,,2,
ENSG00000223923,,2,
ENSG00000188282,,2,
ENSG00000229754,,2,
ENSG00000180871,,2,
ENSG00000163464,,2,
ENSG00000238428,,2,
ENSG00000224159,,2,
ENSG00000163466,,2,
ENSG00000261338,,2,
ENSG00000179921,,2,
ENSG00000127837,,2,
ENSG00000127838,,2,
ENSG00000135926,,2,
ENSG00000237281,,2,
ENSG00000238736,,2,
ENSG00000230580,,2,
ENSG00000158428,,2,
ENSG00000225062,,2,
ENSG00000018280,,2,
ENSG00000144579,,2,
ENSG00000273361,,2,
ENSG00000199121,,2,
ENSG00000127831,,2,
ENSG00000135913,,2,
ENSG00000222714,,2,
ENSG00000144580,,2,
ENSG00000207393,,2,
ENSG00000115556,,2,
ENSG00000252805,,2,
ENSG00000273466,,2,
ENSG00000115568,,2,
ENSG00000074582,,2,
ENSG00000163481,,2,
ENSG00000163482,,2,
ENSG00000135912,,2,
ENSG00000135929,,2,
ENSG00000272555,,2,
ENSG00000115592,,2,
ENSG00000232625,,2,
ENSG00000115596,,2,
ENSG00000135925,,2,
ENSG00000228135,,2,
ENSG00000200029,,2,
ENSG00000235024,,2,
ENSG00000224928,,2,
ENSG00000171450,,2,
ENSG00000236445,,2,
ENSG00000163497,,2,
ENSG00000163499,,2,
ENSG00000198973,,2,
ENSG00000224090,,2,
ENSG00000181378,,2,
ENSG00000163501,,2,
ENSG00000264755,,2,
ENSG00000272644,,2,
ENSG00000187736,,2,
ENSG00000240317,,2,
ENSG00000213901,,2,
ENSG00000115649,,2,
ENSG00000144567,,2,
ENSG00000158552,,2,
ENSG00000115657,,2,
ENSG00000198925,,2,
ENSG00000221344,,2,
ENSG00000163516,,2,
ENSG00000163521,,2,
ENSG00000115661,,2,
ENSG00000127824,,2,
ENSG00000243910,,2,
ENSG00000135924,,2,
ENSG00000054356,,2,
ENSG00000207647,,2,
ENSG00000230432,,2,
ENSG00000182698,,2,
ENSG00000232789,,2,
ENSG00000123992,,2,
ENSG00000229525,,2,
ENSG00000175084,,2,
ENSG00000234638,,2,
ENSG00000072195,,2,
ENSG00000227432,,2,
ENSG00000268603,,2,
ENSG00000144591,,2,
ENSG00000072182,,2,
ENSG00000123989,,2,
ENSG00000188760,,2,
ENSG00000268896,,2,
ENSG00000265252,,2,
ENSG00000124006,,2,
ENSG00000269068,,2,
ENSG00000123999,,2,
ENSG00000222678,,2,
ENSG00000144589,,2,
ENSG00000228973,,2,
ENSG00000114923,,2,
ENSG00000267919,,2,
ENSG00000231802,,2,
ENSG00000227308,,2,
ENSG00000223903,,2,
ENSG00000228909,,2,
ENSG00000266518,,2,
ENSG00000225911,,2,
ENSG00000239498,,2,
ENSG00000235337,,2,
ENSG00000221199,,2,
ENSG00000236451,,2,
ENSG00000222096,,2,
ENSG00000224819,,2,
ENSG00000232089,,2,
ENSG00000116106,,2,
ENSG00000221432,,2,
ENSG00000226726,,2,
ENSG00000272944,,2,
ENSG00000230406,,2,
ENSG00000234446,,2,
ENSG00000233868,,2,
ENSG00000226666,,2,
ENSG00000226331,,2,
ENSG00000135903,,2,
ENSG00000163081,,2,
ENSG00000267034,,2,
ENSG00000237732,,2,
ENSG00000200822,,2,
ENSG00000163082,,2,
ENSG00000228670,,2,
ENSG00000202016,,2,
ENSG00000234285,,2,
ENSG00000261428,,2,
ENSG00000116120,,2,
ENSG00000124003,,2,
ENSG00000233751,,2,
ENSG00000238852,,2,
ENSG00000203531,,2,
ENSG00000235225,,2,
ENSG00000123983,,2,
ENSG00000224121,,2,
ENSG00000234193,,2,
ENSG00000265621,,2,
ENSG00000152049,,2,
ENSG00000243125,,2,
ENSG00000233299,,2,
ENSG00000231189,,2,
ENSG00000235610,,2,
ENSG00000171951,,2,
ENSG00000226539,,2,
ENSG00000152056,,2,
ENSG00000085449,,2,
ENSG00000135900,,2,
ENSG00000228802,,2,
ENSG00000135919,,2,
ENSG00000224826,,2,
ENSG00000211987,,2,
ENSG00000228681,,2,
ENSG00000124019,,2,
ENSG00000036257,,2,
ENSG00000228446,,2,
ENSG00000135905,,2,
ENSG00000263828,,2,
ENSG00000232784,,2,
ENSG00000144460,,2,
ENSG00000228206,,2,
ENSG00000273301,,2,
ENSG00000230621,,2,
ENSG00000235070,,2,
ENSG00000263363,,2,
ENSG00000169047,,2,
ENSG00000272622,,2,
ENSG00000261379,,2,
ENSG00000144468,,2,
ENSG00000212391,,2,
ENSG00000081052,,2,
ENSG00000221608,,2,
ENSG00000169031,,2,
ENSG00000236432,,2,
ENSG00000168958,,2,
ENSG00000168955,,2,
ENSG00000266382,,2,
ENSG00000173744,,2,
ENSG00000042304,,2,
ENSG00000236116,,2,
ENSG00000250599,,2,
ENSG00000135917,,2,
ENSG00000252346,,2,
ENSG00000226718,,2,
ENSG00000229172,,2,
ENSG00000115009,,2,
ENSG00000183514,,2,
ENSG00000123977,,2,
ENSG00000272237,,2,
ENSG00000153820,,2,
ENSG00000200281,,2,
ENSG00000203387,,2,
ENSG00000232023,,2,
ENSG00000251801,,2,
ENSG00000228226,,2,
ENSG00000237322,,2,
ENSG00000153823,,2,
ENSG00000226297,,2,
ENSG00000253006,,2,
ENSG00000187957,,2,
ENSG00000238782,,2,
ENSG00000235993,,2,
ENSG00000153827,,2,
ENSG00000222344,,2,
ENSG00000153832,,2,
ENSG00000252333,,2,
ENSG00000231534,,2,
ENSG00000206725,,2,
ENSG00000163053,,2,
ENSG00000199400,,2,
ENSG00000225963,,2,
ENSG00000135899,,2,
ENSG00000079263,,2,
ENSG00000185404,,2,
ENSG00000067066,,2,
ENSG00000243650,,2,
ENSG00000250011,,2,
ENSG00000235419,,2,
ENSG00000183022,,2,
ENSG00000199791,,2,
ENSG00000226125,,2,
ENSG00000135932,,2,
ENSG00000237758,,2,
ENSG00000201044,,2,
ENSG00000270891,,2,
ENSG00000135916,,2,
ENSG00000232520,,2,
ENSG00000135898,,2,
ENSG00000235013,,2,
ENSG00000238062,,2,
ENSG00000173699,,2,
ENSG00000204128,,2,
ENSG00000261829,,2,
ENSG00000173692,,2,
ENSG00000135914,,2,
ENSG00000201574,,2,
ENSG00000135931,,2,
ENSG00000237039,,2,
ENSG00000263641,,2,
ENSG00000224376,,2,
ENSG00000156966,,2,
ENSG00000172799,,2,
ENSG00000230047,,2,
ENSG00000233538,,2,
ENSG00000115053,,2,
ENSG00000206885,,2,
ENSG00000207280,,2,
ENSG00000202400,,2,
ENSG00000263774,,2,
ENSG00000223198,,2,
ENSG00000181798,,2,
ENSG00000171596,,2,
ENSG00000231494,,2,
ENSG00000228884,,2,
ENSG00000177673,,2,
ENSG00000239202,,2,
ENSG00000269363,,2,
ENSG00000187514,,2,
ENSG00000156973,,2,
ENSG00000144524,,2,
ENSG00000237641,,2,
ENSG00000261096,,2,
ENSG00000222246,,2,
ENSG00000163273,,2,
ENSG00000144535,,2,
ENSG00000227033,,2,
ENSG00000207626,,2,
ENSG00000251485,,2,
ENSG00000230122,,2,
ENSG00000163283,,2,
ENSG00000224516,,2,
ENSG00000244280,,2,
ENSG00000163286,,2,
ENSG00000204121,,2,
ENSG00000237087,,2,
ENSG00000223788,,2,
ENSG00000163295,,2,
ENSG00000171551,,2,
ENSG00000237412,,2,
ENSG00000135902,,2,
ENSG00000196811,,2,
ENSG00000221944,,2,
ENSG00000135930,,2,
ENSG00000237126,,2,
ENSG00000115468,,2,
ENSG00000244384,,2,
ENSG00000239170,,2,
ENSG00000204120,,2,
ENSG00000213055,,2,
ENSG00000241409,,2,
ENSG00000115474,,2,
ENSG00000252452,,2,
ENSG00000199781,,2,
ENSG00000182600,,2,
ENSG00000066248,,2,
ENSG00000222001,,2,
ENSG00000115488,,2,
ENSG00000168918,,2,
ENSG00000263941,,2,
ENSG00000085978,,2,
ENSG00000252010,,2,
ENSG00000251791,,2,
ENSG00000130561,,2,
ENSG00000259793,,2,
ENSG00000077044,,2,
ENSG00000201013,,2,
ENSG00000243637,,2,
ENSG00000085982,,2,
ENSG00000271639,,2,
ENSG00000228949,,2,
ENSG00000227846,,2,
ENSG00000241635,,2,
ENSG00000242515,,2,
ENSG00000234143,,2,
ENSG00000244122,,2,
ENSG00000167165,,2,
ENSG00000224814,,2,
ENSG00000244474,,2,
ENSG00000233445,,2,
ENSG00000248114,,2,
ENSG00000227802,,2,
ENSG00000228445,,2,
ENSG00000248705,,2,
ENSG00000178836,,2,
ENSG00000185038,,2,
ENSG00000123485,,2,
ENSG00000224287,,2,
ENSG00000144481,,2,
ENSG00000237581,,2,
ENSG00000072080,,2,
ENSG00000226442,,2,
ENSG00000261298,,2,
ENSG00000237784,,2,
ENSG00000228162,,2,
ENSG00000231682,,2,
ENSG00000232690,,2,
ENSG00000188042,,2,
ENSG00000235726,,2,
ENSG00000130147,,2,
ENSG00000226542,,2,
ENSG00000231032,,2,
ENSG00000235293,,2,
ENSG00000216002,,2,
ENSG00000157985,,2,
ENSG00000235529,,2,
ENSG00000221704,,2,
ENSG00000222007,,2,
ENSG00000228499,,2,
ENSG00000238812,,2,
ENSG00000264676,,2,
ENSG00000207049,,2,
ENSG00000168505,,2,
ENSG00000233611,,2,
ENSG00000182177,,2,
ENSG00000200745,,2,
ENSG00000132321,,2,
ENSG00000270540,,2,
ENSG00000232893,,2,
ENSG00000231546,,2,
ENSG00000144476,,2,
ENSG00000232328,,2,
ENSG00000202341,,2,
ENSG00000124835,,2,
ENSG00000227252,,2,
ENSG00000198612,,2,
ENSG00000224844,,2,
ENSG00000224132,,2,
ENSG00000163359,,2,
ENSG00000222022,,2,
ENSG00000222032,,2,
ENSG00000115648,,2,
ENSG00000222449,,2,
ENSG00000071677,,2,
ENSG00000124839,,2,
ENSG00000234949,,2,
ENSG00000227107,,2,
ENSG00000124831,,2,
ENSG00000177483,,2,
ENSG00000132329,,2,
ENSG00000263723,,2,
ENSG00000184182,,2,
ENSG00000251971,,2,
ENSG00000132330,,2,
ENSG00000144488,,2,
ENSG00000168427,,2,
ENSG00000178752,,2,
ENSG00000132323,,2,
ENSG00000186235,,2,
ENSG00000225057,,2,
ENSG00000144485,,2,
ENSG00000132326,,2,
ENSG00000268396,,2,
ENSG00000232306,,2,
ENSG00000204104,,2,
ENSG00000202099,,2,
ENSG00000065802,,2,
ENSG00000229915,,2,
ENSG00000225493,,2,
ENSG00000234279,,2,
ENSG00000224252,,2,
ENSG00000226992,,2,
ENSG00000233608,,2,
ENSG00000227744,,2,
ENSG00000211566,,2,
ENSG00000260506,,2,
ENSG00000068024,,2,
ENSG00000266109,,2,
ENSG00000265332,,2,
ENSG00000266360,,2,
ENSG00000263743,,2,
ENSG00000264103,,2,
ENSG00000264518,,2,
ENSG00000265979,,2,
ENSG00000264730,,2,
ENSG00000265891,,2,
ENSG00000264810,,2,
ENSG00000265416,,2,
ENSG00000213828,,2,
ENSG00000265215,,2,
ENSG00000264292,,2,
ENSG00000222020,,2,
ENSG00000196758,,2,
ENSG00000227459,,2,
ENSG00000259889,,2,
ENSG00000220256,,2,
ENSG00000130414,,2,
ENSG00000264279,,2,
ENSG00000182083,,2,
ENSG00000221961,,2,
ENSG00000178586,,2,
ENSG00000231278,,2,
ENSG00000213048,,2,
ENSG00000267963,,2,
ENSG00000172428,,2,
ENSG00000178602,,2,
ENSG00000227479,,2,
ENSG00000221412,,2,
ENSG00000063660,,2,
ENSG00000218416,,2,
ENSG00000255735,,2,
ENSG00000207611,,2,
ENSG00000144504,,2,
ENSG00000188542,,2,
ENSG00000142327,,2,
ENSG00000260942,,2,
ENSG00000142330,,2,
ENSG00000178623,,2,
ENSG00000185176,,2,
ENSG00000268822,,2,
ENSG00000219159,,2,
ENSG00000184945,,2,
ENSG00000130294,,2,
ENSG00000172482,,2,
ENSG00000172478,,2,
ENSG00000226321,,2,
ENSG00000233392,,2,
ENSG00000223991,,2,
ENSG00000162804,,2,
ENSG00000229996,,2,
ENSG00000225521,,2,
ENSG00000122085,,2,
ENSG00000115687,,2,
ENSG00000235861,,2,
ENSG00000115685,,2,
ENSG00000146205,,2,
ENSG00000115677,,2,
ENSG00000266621,,2,
ENSG00000168385,,2,
ENSG00000223374,,2,
ENSG00000006607,,2,
ENSG00000263752,,2,
ENSG00000224232,,2,
ENSG00000115694,,2,
ENSG00000234235,,2,
ENSG00000176720,,2,
ENSG00000273113,,2,
ENSG00000176946,,2,
ENSG00000207186,,2,
ENSG00000168397,,2,
ENSG00000168393,,2,
ENSG00000228989,,2,
ENSG00000168395,,2,
ENSG00000235351,,2,
ENSG00000180902,,2,
ENSG00000215692,,2,
ENSG00000234793,,2,
ENSG00000154252,,2,
ENSG00000215023,,2,
ENSG00000224272,,2,
ENSG00000204099,,2,
ENSG00000235151,,2,
ENSG00000188389,,2,
ENSG00000188011,,2,
ENSG00000233806,,2,
ENSG00000216921,,2,
ENSG00000237940,,2,
ENSG00000226423,,2,
ENSG00000232002,,2,
ENSG00000261186,,2,
ENSG00000220804,,2,
ENSG00000224160,,2,
ENSG00000244528,,2,
ENSG00000271153,,2,
ENSG00000252017,,3,
ENSG00000244169,,3,
ENSG00000223040,,3,
ENSG00000253049,,3,
ENSG00000223727,,3,
ENSG00000223036,,3,
ENSG00000144455,,3,
ENSG00000175928,,3,
ENSG00000229241,,3,
ENSG00000170364,,3,
ENSG00000234325,,3,
ENSG00000231249,,3,
ENSG00000150995,,3,
ENSG00000235947,,3,
ENSG00000235978,,3,
ENSG00000239126,,3,
ENSG00000207283,,3,
ENSG00000265180,,3,
ENSG00000241227,,3,
ENSG00000266293,,3,
ENSG00000253081,,3,
ENSG00000237697,,3,
ENSG00000125046,,3,
ENSG00000215160,,3,
ENSG00000265330,,3,
ENSG00000264097,,3,
ENSG00000266275,,3,
ENSG00000265169,,3,
ENSG00000182533,,3,
ENSG00000180914,,3,
ENSG00000266778,,3,
ENSG00000070950,,3,
ENSG00000199815,,3,
ENSG00000196220,,3,
ENSG00000224808,,3,
ENSG00000228723,,3,
ENSG00000227929,,3,
ENSG00000235830,,3,
ENSG00000254485,,3,
ENSG00000214041,,3,
ENSG00000134077,,3,
ENSG00000206573,,3,
ENSG00000168137,,3,
ENSG00000266001,,3,
ENSG00000269975,,3,
ENSG00000163702,,3,
ENSG00000212327,,3,
ENSG00000201182,,3,
ENSG00000238642,,3,
ENSG00000222348,,3,
ENSG00000264534,,3,
ENSG00000216135,,3,
ENSG00000239167,,3,
ENSG00000244030,,3,
ENSG00000144559,,3,
ENSG00000230342,,3,
ENSG00000224263,,3,
ENSG00000225275,,3,
ENSG00000231897,,3,
ENSG00000251038,,3,
ENSG00000263988,,3,
ENSG00000157152,,3,
ENSG00000226642,,3,
ENSG00000157150,,3,
ENSG00000233026,,3,
ENSG00000236062,,3,
ENSG00000132170,,3,
ENSG00000225026,,3,
ENSG00000154743,,3,
ENSG00000251777,,3,
ENSG00000200114,,3,
ENSG00000251774,,3,
ENSG00000225526,,3,
ENSG00000075975,,3,
ENSG00000132155,,3,
ENSG00000239140,,3,
ENSG00000233252,,3,
ENSG00000144712,,3,
ENSG00000272263,,3,
ENSG00000144713,,3,
ENSG00000232746,,3,
ENSG00000144711,,3,
ENSG00000231362,,3,
ENSG00000132182,,3,
ENSG00000238138,,3,
ENSG00000223398,,3,
ENSG00000244502,,3,
ENSG00000163517,,3,
ENSG00000163520,,3,
ENSG00000224514,,3,
ENSG00000265457,,3,
ENSG00000238827,,3,
ENSG00000154764,,3,
ENSG00000233121,,3,
ENSG00000250439,,3,
ENSG00000180438,,3,
ENSG00000224752,,3,
ENSG00000163528,,3,
ENSG00000199609,,3,
ENSG00000207163,,3,
ENSG00000131381,,3,
ENSG00000228874,,3,
ENSG00000221424,,3,
ENSG00000227578,,3,
ENSG00000230524,,3,
ENSG00000131375,,3,
ENSG00000252085,,3,
ENSG00000224660,,3,
ENSG00000131370,,3,
ENSG00000238891,,3,
ENSG00000201162,,3,
ENSG00000226427,,3,
ENSG00000206562,,3,
ENSG00000144597,,3,
ENSG00000206926,,3,
ENSG00000249786,,3,
ENSG00000206561,,3,
ENSG00000263573,,3,
ENSG00000241064,,3,
ENSG00000131373,,3,
ENSG00000169814,,3,
ENSG00000206560,,3,
ENSG00000264354,,3,
ENSG00000270409,,3,
ENSG00000263740,,3,
ENSG00000207815,,3,
ENSG00000224728,,3,
ENSG00000131386,,3,
ENSG00000154813,,3,
ENSG00000154814,,3,
ENSG00000270739,,3,
ENSG00000131378,,3,
ENSG00000271964,,3,
ENSG00000272498,,3,
ENSG00000272529,,3,
ENSG00000264034,,3,
ENSG00000252976,,3,
ENSG00000271841,,3,
ENSG00000251761,,3,
ENSG00000271898,,3,
ENSG00000201545,,3,
ENSG00000266745,,3,
ENSG00000129810,,3,
ENSG00000237485,,3,
ENSG00000252442,,3,
ENSG00000199577,,3,
ENSG00000231304,,3,
ENSG00000261734,,3,
ENSG00000206807,,3,
ENSG00000221659,,3,
ENSG00000252306,,3,
ENSG00000236380,,3,
ENSG00000272511,,3,
ENSG00000151789,,3,
ENSG00000225542,,3,
ENSG00000221384,,3,
ENSG00000223351,,3,
ENSG00000132967,,3,
ENSG00000234723,,3,
ENSG00000271235,,3,
ENSG00000226183,,3,
ENSG00000231915,,3,
ENSG00000215016,,3,
ENSG00000233153,,3,
ENSG00000182247,,3,
ENSG00000206728,,3,
ENSG00000228171,,3,
ENSG00000221506,,3,
ENSG00000265645,,3,
ENSG00000252562,,3,
ENSG00000212269,,3,
ENSG00000238672,,3,
ENSG00000223791,,3,
ENSG00000170142,,3,
ENSG00000231395,,3,
ENSG00000197885,,3,
ENSG00000174748,,3,
ENSG00000174738,,3,
ENSG00000224074,,3,
ENSG00000151090,,3,
ENSG00000229756,,3,
ENSG00000224822,,3,
ENSG00000228791,,3,
ENSG00000272554,,3,
ENSG00000265028,,3,
ENSG00000233544,,3,
ENSG00000237838,,3,
ENSG00000244404,,3,
ENSG00000201713,,3,
ENSG00000077092,,3,
ENSG00000213877,,3,
ENSG00000201962,,3,
ENSG00000229421,,3,
ENSG00000272166,,3,
ENSG00000077097,,3,
ENSG00000264219,,3,
ENSG00000238225,,3,
ENSG00000151092,,3,
ENSG00000213872,,3,
ENSG00000213871,,3,
ENSG00000263385,,3,
ENSG00000151093,,3,
ENSG00000230891,,3,
ENSG00000234158,,3,
ENSG00000237603,,3,
ENSG00000230465,,3,
ENSG00000225386,,3,
ENSG00000179796,,3,
ENSG00000234165,,3,
ENSG00000221438,,3,
ENSG00000163491,,3,
ENSG00000224237,,3,
ENSG00000207251,,3,
ENSG00000221573,,3,
ENSG00000264625,,3,
ENSG00000201033,,3,
ENSG00000238912,,3,
ENSG00000213846,,3,
ENSG00000228214,,3,
ENSG00000238470,,3,
ENSG00000216169,,3,
ENSG00000203652,,3,
ENSG00000264178,,3,
ENSG00000266546,,3,
ENSG00000199927,,3,
ENSG00000227260,,3,
ENSG00000227549,,3,
ENSG00000265376,,3,
ENSG00000222983,,3,
ENSG00000238727,,3,
ENSG00000201701,,3,
ENSG00000252398,,3,
ENSG00000238646,,3,
ENSG00000264135,,3,
ENSG00000263587,,3,
ENSG00000173705,,3,
ENSG00000230119,,3,
ENSG00000153558,,3,
ENSG00000153560,,3,
ENSG00000252700,,3,
ENSG00000202175,,3,
ENSG00000163539,,3,
ENSG00000238008,,3,
ENSG00000228112,,3,
ENSG00000227707,,3,
ENSG00000271324,,3,
ENSG00000271643,,3,
ENSG00000271020,,3,
ENSG00000170248,,3,
ENSG00000226320,,3,
ENSG00000236452,,3,
ENSG00000227498,,3,
ENSG00000235534,,3,
ENSG00000228767,,3,
ENSG00000212442,,3,
ENSG00000172995,,3,
ENSG00000230830,,3,
ENSG00000207625,,3,
ENSG00000226489,,3,
ENSG00000236158,,3,
ENSG00000144681,,3,
ENSG00000231382,,3,
ENSG00000201315,,3,
ENSG00000163673,,3,
ENSG00000230067,,3,
ENSG00000168016,,3,
ENSG00000234073,,3,
ENSG00000210181,,3,
ENSG00000272334,,3,
ENSG00000236165,,3,
ENSG00000271835,,3,
ENSG00000178567,,3,
ENSG00000076242,,3,
ENSG00000224858,,3,
ENSG00000093167,,3,
ENSG00000206645,,3,
ENSG00000225558,,3,
ENSG00000199594,,3,
